-6.794018387231826051e-02,8.273680238898887751e+01,-2.469952902328072014e+04,5.860000000000000000e+02,6.440000000000000000e+02,1.000000000000000000e+00,1.700000000000000000e+01
-1.559017191140235582e-03,1.198696891679817966e+00,2.227096360747352719e+02,3.980000000000000000e+02,6.400000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-1.159917623610539185e-03,1.052898686443229703e+00,2.513308874586194861e+02,3.860000000000000000e+02,6.900000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-3.166709918630581082e-03,3.153474267630413497e+00,-2.750787719551142914e+02,4.360000000000000000e+02,6.660000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-2.401028549849117664e-04,7.503063631914153042e-02,4.876885285396127756e+02,5.740000000000000000e+02,7.340000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-1.802997356000998622e-03,2.619681497234445100e+00,-5.064723444860335917e+02,6.480000000000000000e+02,8.040000000000000000e+02,1.000000000000000000e+00,1.100000000000000000e+01
-7.111500958145338877e-03,9.186095002729418368e+00,-2.526160327738828073e+03,5.860000000000000000e+02,7.500000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-5.414331530690252685e-03,6.005969521727400284e+00,-1.208442934783754708e+03,5.640000000000000000e+02,6.840000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-1.752169810700179332e-03,1.990981974215908501e+00,-4.253358145439779037e+01,5.100000000000000000e+02,6.820000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-3.658268940938270118e-03,4.827728915369775997e+00,-1.126700596982779416e+03,5.480000000000000000e+02,7.380000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-1.816744340878866451e-02,1.709758322237057016e+01,-3.490578635153234245e+03,4.340000000000000000e+02,5.220000000000000000e+02,0.000000000000000000e+00,1.500000000000000000e+01
5.128173923967446063e-02,-6.821126674309077487e+01,2.292851741281159775e+04,6.140000000000000000e+02,6.920000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-1.287108373730695612e-03,1.226332007999826557e+00,1.904509351059056712e+02,3.980000000000000000e+02,6.820000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-1.783455001010701268e-03,1.837073241837786197e+00,2.833837758079120661e+01,4.540000000000000000e+02,6.540000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01
-1.508808856436501733e-03,1.615508435183689695e+00,7.462136614408842661e+01,4.400000000000000000e+02,7.020000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-7.580187696309557055e-04,3.386939338456883553e-01,4.579006596912461191e+02,3.840000000000000000e+02,6.180000000000000000e+02,0.000000000000000000e+00,1.300000000000000000e+01
-1.163452461996011502e-04,-3.395827577911256778e-01,5.839407148314928691e+02,3.720000000000000000e+02,5.680000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01
6.837292365726331186e-03,-1.053811047657309352e+01,4.475244649535406097e+03,6.500000000000000000e+02,7.320000000000000000e+02,1.000000000000000000e+00,1.100000000000000000e+01
-1.599673929239551649e-03,2.283063860481357565e+00,-3.383859934140272685e+02,6.280000000000000000e+02,8.100000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-1.372389630623200261e-03,1.145019964241623001e+00,2.470860655933398391e+02,3.820000000000000000e+02,6.860000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
-1.898500077743007954e-04,2.010072501069279649e-01,3.698385368754167075e+02,6.560000000000000000e+02,7.220000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01
-7.773059453701154468e-03,8.782546847969916470e+00,-2.085661762480097423e+03,5.600000000000000000e+02,6.640000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-1.052609208756007109e-02,1.331832019897429653e+01,-3.722919151855845030e+03,5.660000000000000000e+02,7.080000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01
-1.658761763484845357e-03,1.724858633329604984e+00,2.331284266646314762e+01,6.020000000000000000e+02,7.540000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-3.025187097472139229e-03,3.771652395824308446e+00,-6.969634192808242688e+02,5.780000000000000000e+02,7.140000000000000000e+02,1.000000000000000000e+00,1.300000000000000000e+01
-3.737270703981359753e-03,4.304743620307561969e+00,-7.418371548161122746e+02,6.000000000000000000e+02,7.460000000000000000e+02,1.000000000000000000e+00,1.400000000000000000e+01
-1.896371114831464047e-04,2.006984552876532324e-01,3.833284253353073723e+02,6.820000000000000000e+02,7.400000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01
-5.008472980610586579e-03,7.040864871655865720e+00,-2.056491570955342922e+03,6.500000000000000000e+02,7.020000000000000000e+02,1.000000000000000000e+00,1.200000000000000000e+01
1.923751836542210631e-04,-5.778657134614282320e-01,6.752105519939852911e+02,4.040000000000000000e+02,6.720000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01
